Campagne,Site,Station,Transect,Type de poisson (Code),Décompte
2018,Santal,Jinek,3,NAP,0
2018,Santal,Jinek,3,DAW,0
2018,Santal,Jinek,3,BLE,0
2018,Santal,Jinek,3,TRU,0
2018,Santal,Jinek,3,APE,0
2018,Santal,Jinek,4,API,46
2018,Santal,Jinek,4,NAP,0
2018,Santal,Jinek,4,DAW,1
2018,Santal,Jinek,4,APE,10
2019,Santal,Jinek,1,ALO,0
2019,Santal,Jinek,1,AGL,0
2019,Santal,Jinek,1,BEB,0
2019,Santal,Jinek,1,TRU,0
2019,Santal,Jinek,1,SAU,0
2019,Santal,Jinek,1,APE,14
2019,Santal,Jinek,2,AGL,0
2019,Santal,Jinek,2,DAW,0
2019,Santal,Jinek,2,APE,2
2019,Santal,Jinek,3,PAP,5
2019,Santal,Jinek,3,ALO,0
2019,Santal,Jinek,3,AGL,0
2019,Santal,Jinek,3,API,31
2019,Santal,Jinek,3,CAS,0
2019,Santal,Jinek,3,TRU,0
2019,Santal,Jinek,3,SAU,0
2019,Santal,Jinek,4,AGL,0
2019,Santal,Jinek,4,API,19
2019,Santal,Jinek,4,BEB,0
2019,Santal,Jinek,4,NAP,0
2019,Santal,Jinek,4,TRU,0
2004,Santal,Xajaxa,1,PAP,16
2004,Santal,Xajaxa,1,AGL,0
2004,Santal,Xajaxa,1,BOS,0
2004,Santal,Xajaxa,1,NAP,0
2004,Santal,Xajaxa,2,PAP,24
2004,Santal,Xajaxa,2,BOS,0
2004,Santal,Xajaxa,2,NAP,0
2004,Santal,Xajaxa,2,DAW,0
2004,Santal,Xajaxa,2,APE,12
2004,Santal,Xajaxa,3,AGL,0
2004,Santal,Xajaxa,3,BEB,0
2004,Santal,Xajaxa,3,CAS,0
2004,Santal,Xajaxa,3,DAW,0
2004,Santal,Xajaxa,3,APE,15
2004,Santal,Xajaxa,4,NAP,0
2004,Santal,Xajaxa,4,BLE,0
2005,Santal,Xajaxa,1,ALO,2
2005,Santal,Xajaxa,1,BEB,0
2005,Santal,Xajaxa,1,CAS,0
2005,Santal,Xajaxa,1,DAW,0
2005,Santal,Xajaxa,1,BLE,0
2005,Santal,Xajaxa,1,SAU,0
2005,Santal,Xajaxa,1,APE,10
2005,Santal,Xajaxa,2,PAP,10
2005,Santal,Xajaxa,2,NAP,0
2005,Santal,Xajaxa,2,DAW,0
2005,Santal,Xajaxa,2,TRU,0
2005,Santal,Xajaxa,3,PAP,4
2005,Santal,Xajaxa,3,ALO,0
2005,Santal,Xajaxa,3,BOS,0
2005,Santal,Xajaxa,3,TRU,0
2005,Santal,Xajaxa,3,APE,10
2005,Santal,Xajaxa,4,ALO,0
2005,Santal,Xajaxa,4,AGL,0
2005,Santal,Xajaxa,4,BEB,0
2005,Santal,Xajaxa,4,BOS,0
2005,Santal,Xajaxa,4,BLE,0
2005,Santal,Xajaxa,4,TRU,0
2006,Santal,Xajaxa,1,ALO,0
2006,Santal,Xajaxa,1,BEB,0
2006,Santal,Xajaxa,1,NAP,1
2006,Santal,Xajaxa,1,APE,4
2006,Santal,Xajaxa,2,PAP,11
2006,Santal,Xajaxa,2,CAS,0
2006,Santal,Xajaxa,2,BLE,0
2006,Santal,Xajaxa,2,TRU,0
2006,Santal,Xajaxa,3,AGL,0
2006,Santal,Xajaxa,3,BEB,2
2006,Santal,Xajaxa,3,SAU,0
2006,Santal,Xajaxa,4,BOS,0
2006,Santal,Xajaxa,4,DAW,0
2006,Santal,Xajaxa,4,SAU,0
2007,Santal,Xajaxa,1,DAW,0
2007,Santal,Xajaxa,1,APE,9
2007,Santal,Xajaxa,2,PAP,14
2007,Santal,Xajaxa,2,BOS,0
2007,Santal,Xajaxa,2,CAS,0
2007,Santal,Xajaxa,2,DAW,0
2007,Santal,Xajaxa,2,BLE,0
2007,Santal,Xajaxa,2,TRU,0
2007,Santal,Xajaxa,2,SAU,0
2007,Santal,Xajaxa,3,BLE,0
2007,Santal,Xajaxa,3,TRU,0
2007,Santal,Xajaxa,4,ALO,3
2007,Santal,Xajaxa,4,API,12
2007,Santal,Xajaxa,4,BEB,5
2007,Santal,Xajaxa,4,CAS,0
2007,Santal,Xajaxa,4,APE,22
2009,Santal,Xajaxa,1,ALO,0
2009,Santal,Xajaxa,1,API,19
2009,Santal,Xajaxa,1,NAP,1
2009,Santal,Xajaxa,1,TRU,0
2009,Santal,Xajaxa,2,API,13
2009,Santal,Xajaxa,2,SAU,0
2009,Santal,Xajaxa,3,AGL,0
2009,Santal,Xajaxa,3,BOS,0
2009,Santal,Xajaxa,3,NAP,0
2009,Santal,Xajaxa,3,TRU,0
2009,Santal,Xajaxa,3,APE,18
2009,Santal,Xajaxa,4,API,16
2009,Santal,Xajaxa,4,BOS,0
2009,Santal,Xajaxa,4,TRU,0
2010,Santal,Xajaxa,1,ALO,1
2010,Santal,Xajaxa,1,API,6
2010,Santal,Xajaxa,1,BEB,0
2010,Santal,Xajaxa,1,DAW,0
2010,Santal,Xajaxa,1,BLE,0
2010,Santal,Xajaxa,1,TRU,0
2010,Santal,Xajaxa,1,SAU,0
2010,Santal,Xajaxa,1,APE,11
2010,Santal,Xajaxa,2,BOS,0
2010,Santal,Xajaxa,2,BLE,0
2010,Santal,Xajaxa,2,SAU,0
2010,Santal,Xajaxa,3,API,17
2010,Santal,Xajaxa,3,BEB,0
2010,Santal,Xajaxa,3,DAW,0
2010,Santal,Xajaxa,3,BLE,0
2010,Santal,Xajaxa,3,TRU,0
2010,Santal,Xajaxa,3,SAU,0
2010,Santal,Xajaxa,4,ALO,3
2010,Santal,Xajaxa,4,DAW,0
2010,Santal,Xajaxa,4,BLE,0
2011,Santal,Xajaxa,1,BLE,0
2011,Santal,Xajaxa,1,APE,6
2011,Santal,Xajaxa,2,AGL,0
2011,Santal,Xajaxa,2,BEB,0
2011,Santal,Xajaxa,2,CAS,0
2011,Santal,Xajaxa,2,DAW,0
2011,Santal,Xajaxa,3,BEB,5
2011,Santal,Xajaxa,3,APE,6
2011,Santal,Xajaxa,4,PAP,11
2011,Santal,Xajaxa,4,ALO,1
2011,Santal,Xajaxa,4,BEB,4
2011,Santal,Xajaxa,4,DAW,0
2011,Santal,Xajaxa,4,TRU,0
2012,Santal,Xajaxa,1,AGL,0
2012,Santal,Xajaxa,1,CAS,0
2012,Santal,Xajaxa,1,NAP,0
2012,Santal,Xajaxa,1,TRU,0
2012,Santal,Xajaxa,1,SAU,0
2012,Santal,Xajaxa,2,ALO,0
2012,Santal,Xajaxa,2,NAP,0
2012,Santal,Xajaxa,3,PAP,12
2012,Santal,Xajaxa,3,ALO,0
2012,Santal,Xajaxa,3,BEB,0
2012,Santal,Xajaxa,3,CAS,0
2012,Santal,Xajaxa,3,BLE,0
2012,Santal,Xajaxa,3,APE,5
2012,Santal,Xajaxa,4,BEB,0
2012,Santal,Xajaxa,4,BLE,0
2012,Santal,Xajaxa,4,TRU,0
2012,Santal,Xajaxa,4,SAU,0
2013,Santal,Xajaxa,1,PAP,4
2013,Santal,Xajaxa,1,BOS,0
2013,Santal,Xajaxa,1,CAS,0
2013,Santal,Xajaxa,1,TRU,0
2013,Santal,Xajaxa,2,BEB,0
2013,Santal,Xajaxa,2,BOS,0
2013,Santal,Xajaxa,2,CAS,0
2013,Santal,Xajaxa,2,NAP,0
2013,Santal,Xajaxa,2,SAU,0
2013,Santal,Xajaxa,3,ALO,0
2013,Santal,Xajaxa,3,BEB,0
2013,Santal,Xajaxa,3,NAP,1
2013,Santal,Xajaxa,4,AGL,0
2013,Santal,Xajaxa,4,BLE,0
2014,Santal,Xajaxa,1,BOS,0
2014,Santal,Xajaxa,1,DAW,0
2014,Santal,Xajaxa,2,PAP,2
2014,Santal,Xajaxa,2,API,9
2014,Santal,Xajaxa,2,NAP,0
2014,Santal,Xajaxa,2,BLE,0
2014,Santal,Xajaxa,2,TRU,0
2014,Santal,Xajaxa,3,BOS,0
2014,Santal,Xajaxa,3,NAP,0
2014,Santal,Xajaxa,3,TRU,0
2014,Santal,Xajaxa,3,APE,14
2014,Santal,Xajaxa,4,AGL,0
2014,Santal,Xajaxa,4,API,3
2014,Santal,Xajaxa,4,BOS,0
2014,Santal,Xajaxa,4,CAS,0
2014,Santal,Xajaxa,4,NAP,0
2014,Santal,Xajaxa,4,DAW,0
2014,Santal,Xajaxa,4,SAU,0
2015,Santal,Xajaxa,1,PAP,7
2015,Santal,Xajaxa,1,NAP,0
2015,Santal,Xajaxa,1,DAW,0
2015,Santal,Xajaxa,1,BLE,0
2015,Santal,Xajaxa,1,TRU,0
2015,Santal,Xajaxa,2,AGL,0
2015,Santal,Xajaxa,2,BEB,0
2015,Santal,Xajaxa,2,BOS,0
2015,Santal,Xajaxa,2,CAS,0
2015,Santal,Xajaxa,2,SAU,0
2015,Santal,Xajaxa,3,ALO,0
2015,Santal,Xajaxa,3,API,16
2015,Santal,Xajaxa,3,BOS,0
2015,Santal,Xajaxa,3,CAS,0
2015,Santal,Xajaxa,3,DAW,0
2015,Santal,Xajaxa,4,SAU,0
2017,Santal,Xajaxa,1,AGL,0
2017,Santal,Xajaxa,1,CAS,0
2017,Santal,Xajaxa,1,NAP,0
2017,Santal,Xajaxa,1,BLE,0
2017,Santal,Xajaxa,1,TRU,0
2017,Santal,Xajaxa,1,APE,10
2017,Santal,Xajaxa,2,APE,11
2017,Santal,Xajaxa,3,AGL,0
2017,Santal,Xajaxa,3,CAS,0
2017,Santal,Xajaxa,3,DAW,0
2017,Santal,Xajaxa,3,BLE,0
2017,Santal,Xajaxa,3,SAU,0
2017,Santal,Xajaxa,4,AGL,0
2017,Santal,Xajaxa,4,NAP,0
2017,Santal,Xajaxa,4,APE,12
2018,Santal,Xajaxa,1,ALO,2
2018,Santal,Xajaxa,1,API,22
2018,Santal,Xajaxa,1,CAS,0
2018,Santal,Xajaxa,1,NAP,0
2018,Santal,Xajaxa,1,DAW,0
2018,Santal,Xajaxa,1,BLE,0
2018,Santal,Xajaxa,1,TRU,0
2018,Santal,Xajaxa,1,SAU,0
2018,Santal,Xajaxa,2,AGL,0
2018,Santal,Xajaxa,2,CAS,0
2018,Santal,Xajaxa,2,SAU,0
2018,Santal,Xajaxa,3,PAP,2
2018,Santal,Xajaxa,3,ALO,2
2018,Santal,Xajaxa,3,BEB,0
2018,Santal,Xajaxa,3,BOS,0
2018,Santal,Xajaxa,3,CAS,0
2018,Santal,Xajaxa,3,DAW,0
2018,Santal,Xajaxa,3,BLE,0
2018,Santal,Xajaxa,3,TRU,0
2018,Santal,Xajaxa,3,SAU,0
2018,Santal,Xajaxa,3,APE,8
2018,Santal,Xajaxa,4,BEB,0
2018,Santal,Xajaxa,4,APE,12
2019,Santal,Xajaxa,1,BEB,0
2019,Santal,Xajaxa,1,BOS,0
2019,Santal,Xajaxa,1,DAW,0
2019,Santal,Xajaxa,2,PAP,2
2019,Santal,Xajaxa,2,ALO,0
2019,Santal,Xajaxa,3,BOS,0
2019,Santal,Xajaxa,3,CAS,0
2019,Santal,Xajaxa,3,TRU,0
2019,Santal,Xajaxa,4,BEB,0
2019,Santal,Xajaxa,4,BOS,0
2004,Santal,Xepenehe,1,PAP,4
2004,Santal,Xepenehe,1,BEB,0
2004,Santal,Xepenehe,1,CAS,0
2004,Santal,Xepenehe,1,APE,30
2004,Santal,Xepenehe,2,PAP,4
2004,Santal,Xepenehe,2,AGL,0
2004,Santal,Xepenehe,2,DAW,0
2004,Santal,Xepenehe,2,TRU,0
2004,Santal,Xepenehe,3,API,0
2004,Santal,Xepenehe,3,BEB,0
2004,Santal,Xepenehe,4,AGL,0
2004,Santal,Xepenehe,4,API,5
2004,Santal,Xepenehe,4,BEB,0
2004,Santal,Xepenehe,4,NAP,0
2004,Santal,Xepenehe,4,TRU,0
2004,Santal,Xepenehe,4,SAU,0
2005,Santal,Xepenehe,1,CAS,0
2005,Santal,Xepenehe,1,DAW,0
2005,Santal,Xepenehe,1,BLE,0
2005,Santal,Xepenehe,1,TRU,0
2005,Santal,Xepenehe,2,API,6
2005,Santal,Xepenehe,2,BEB,0
2005,Santal,Xepenehe,2,BOS,0
2005,Santal,Xepenehe,2,CAS,0
2005,Santal,Xepenehe,2,DAW,0
2005,Santal,Xepenehe,2,APE,0
2005,Santal,Xepenehe,3,API,1
2005,Santal,Xepenehe,3,CAS,0
2005,Santal,Xepenehe,3,NAP,0
2005,Santal,Xepenehe,3,DAW,0
2005,Santal,Xepenehe,3,TRU,0
2005,Santal,Xepenehe,3,SAU,0
2005,Santal,Xepenehe,3,APE,6
2005,Santal,Xepenehe,4,CAS,0
2005,Santal,Xepenehe,4,BLE,0
2006,Santal,Xepenehe,1,API,4
2006,Santal,Xepenehe,1,CAS,0
2006,Santal,Xepenehe,1,NAP,0
2006,Santal,Xepenehe,1,DAW,0
2006,Santal,Xepenehe,1,SAU,0
2006,Santal,Xepenehe,2,ALO,1
2006,Santal,Xepenehe,2,BOS,0
2006,Santal,Xepenehe,2,TRU,0
2006,Santal,Xepenehe,3,ALO,0
2006,Santal,Xepenehe,3,BOS,0
2006,Santal,Xepenehe,3,SAU,0
2006,Santal,Xepenehe,4,PAP,1
2006,Santal,Xepenehe,4,NAP,0
2006,Santal,Xepenehe,4,TRU,0
2006,Santal,Xepenehe,4,APE,0
2007,Santal,Xepenehe,1,ALO,1
2007,Santal,Xepenehe,1,API,9
2007,Santal,Xepenehe,1,BEB,0
2007,Santal,Xepenehe,1,BLE,0
2007,Santal,Xepenehe,1,TRU,0
2007,Santal,Xepenehe,1,SAU,0
2007,Santal,Xepenehe,1,APE,14
2007,Santal,Xepenehe,2,API,4
2007,Santal,Xepenehe,2,BOS,0
2007,Santal,Xepenehe,2,NAP,0
2007,Santal,Xepenehe,2,TRU,0
2007,Santal,Xepenehe,3,ALO,1
2007,Santal,Xepenehe,3,NAP,0
2007,Santal,Xepenehe,3,DAW,0
2007,Santal,Xepenehe,3,TRU,0
2007,Santal,Xepenehe,4,API,3
2007,Santal,Xepenehe,4,NAP,0
2007,Santal,Xepenehe,4,TRU,0
2009,Santal,Xepenehe,1,BOS,0
2009,Santal,Xepenehe,1,BLE,0
2009,Santal,Xepenehe,1,TRU,0
2009,Santal,Xepenehe,2,BEB,0
2009,Santal,Xepenehe,3,ALO,0
2009,Santal,Xepenehe,3,API,8
2009,Santal,Xepenehe,3,CAS,0
2009,Santal,Xepenehe,3,NAP,0
2009,Santal,Xepenehe,4,PAP,2
2009,Santal,Xepenehe,4,API,1
2009,Santal,Xepenehe,4,BLE,0
2009,Santal,Xepenehe,4,TRU,0
2009,Santal,Xepenehe,4,SAU,0
2009,Santal,Xepenehe,4,APE,5
2010,Santal,Xepenehe,1,PAP,2
2010,Santal,Xepenehe,1,AGL,0
2010,Santal,Xepenehe,1,API,4
2010,Santal,Xepenehe,1,NAP,0
2010,Santal,Xepenehe,1,DAW,0
2010,Santal,Xepenehe,1,SAU,0
2010,Santal,Xepenehe,2,PAP,3
2010,Santal,Xepenehe,2,ALO,1
2010,Santal,Xepenehe,2,API,12
2010,Santal,Xepenehe,2,BOS,0
2010,Santal,Xepenehe,2,CAS,0
2010,Santal,Xepenehe,2,BLE,0
2010,Santal,Xepenehe,3,AGL,0
2010,Santal,Xepenehe,3,BOS,0
2010,Santal,Xepenehe,3,NAP,0
2010,Santal,Xepenehe,3,BLE,0
2010,Santal,Xepenehe,3,TRU,0
2010,Santal,Xepenehe,3,APE,7
2010,Santal,Xepenehe,4,BOS,0
2010,Santal,Xepenehe,4,DAW,0
2010,Santal,Xepenehe,4,APE,0
2011,Santal,Xepenehe,1,AGL,0
2011,Santal,Xepenehe,1,BEB,0
2011,Santal,Xepenehe,1,BOS,0
2011,Santal,Xepenehe,1,CAS,0
2011,Santal,Xepenehe,1,DAW,0
2011,Santal,Xepenehe,1,APE,0
2011,Santal,Xepenehe,2,PAP,3
2011,Santal,Xepenehe,2,CAS,0
2011,Santal,Xepenehe,2,DAW,0
2011,Santal,Xepenehe,3,API,4
2011,Santal,Xepenehe,3,BOS,0
2011,Santal,Xepenehe,3,CAS,0
2011,Santal,Xepenehe,3,SAU,0
2011,Santal,Xepenehe,3,APE,0
2011,Santal,Xepenehe,4,ALO,0
2012,Santal,Xepenehe,1,BOS,0
2012,Santal,Xepenehe,1,CAS,0
2012,Santal,Xepenehe,1,DAW,0
2012,Santal,Xepenehe,1,BLE,0
2012,Santal,Xepenehe,2,BEB,0
2012,Santal,Xepenehe,2,CAS,0
2012,Santal,Xepenehe,2,NAP,0
2012,Santal,Xepenehe,2,DAW,0
2012,Santal,Xepenehe,3,PAP,5
2012,Santal,Xepenehe,3,SAU,0
2012,Santal,Xepenehe,4,AGL,0
2012,Santal,Xepenehe,4,BEB,0
2012,Santal,Xepenehe,4,CAS,0
2012,Santal,Xepenehe,4,NAP,0
2012,Santal,Xepenehe,4,BLE,0
2013,Santal,Xepenehe,1,PAP,0
2013,Santal,Xepenehe,1,ALO,2
2013,Santal,Xepenehe,1,BEB,0
2013,Santal,Xepenehe,1,BOS,0
2013,Santal,Xepenehe,1,NAP,0
2013,Santal,Xepenehe,1,BLE,0
2013,Santal,Xepenehe,2,ALO,1
2013,Santal,Xepenehe,2,NAP,0
2013,Santal,Xepenehe,2,DAW,0
2013,Santal,Xepenehe,2,TRU,0
2013,Santal,Xepenehe,2,SAU,0
2013,Santal,Xepenehe,3,AGL,0
2013,Santal,Xepenehe,3,BEB,0
2013,Santal,Xepenehe,3,NAP,0
2013,Santal,Xepenehe,3,TRU,0
2013,Santal,Xepenehe,3,SAU,0
2013,Santal,Xepenehe,4,PAP,1
2013,Santal,Xepenehe,4,AGL,0
2013,Santal,Xepenehe,4,BEB,0
2013,Santal,Xepenehe,4,BOS,0
2014,Santal,Xepenehe,1,PAP,2
2014,Santal,Xepenehe,1,AGL,0
2014,Santal,Xepenehe,1,TRU,0
2014,Santal,Xepenehe,2,AGL,0
2014,Santal,Xepenehe,2,BEB,0
2014,Santal,Xepenehe,2,BOS,0
2014,Santal,Xepenehe,2,CAS,0
2014,Santal,Xepenehe,3,PAP,10
2014,Santal,Xepenehe,3,CAS,0
2014,Santal,Xepenehe,3,NAP,0
2014,Santal,Xepenehe,3,SAU,0
2014,Santal,Xepenehe,3,APE,7
2014,Santal,Xepenehe,4,ALO,3
2014,Santal,Xepenehe,4,NAP,0
2014,Santal,Xepenehe,4,BLE,0
2014,Santal,Xepenehe,4,TRU,0
2014,Santal,Xepenehe,4,SAU,0
2015,Santal,Xepenehe,1,PAP,0
2015,Santal,Xepenehe,1,AGL,0
2015,Santal,Xepenehe,1,BOS,0
2015,Santal,Xepenehe,1,CAS,0
2015,Santal,Xepenehe,1,SAU,0
2015,Santal,Xepenehe,1,APE,3
2015,Santal,Xepenehe,2,API,17
2015,Santal,Xepenehe,2,CAS,0
2015,Santal,Xepenehe,2,TRU,0
2015,Santal,Xepenehe,2,SAU,0
2015,Santal,Xepenehe,2,APE,0
2015,Santal,Xepenehe,3,PAP,3
2015,Santal,Xepenehe,3,AGL,0
2015,Santal,Xepenehe,3,API,10
2015,Santal,Xepenehe,3,BOS,0
2015,Santal,Xepenehe,3,BLE,0
2015,Santal,Xepenehe,3,TRU,0
2015,Santal,Xepenehe,3,SAU,0
2015,Santal,Xepenehe,4,ALO,1
2015,Santal,Xepenehe,4,BEB,0
2015,Santal,Xepenehe,4,BOS,0
2015,Santal,Xepenehe,4,NAP,0
2015,Santal,Xepenehe,4,BLE,0
2015,Santal,Xepenehe,4,SAU,0
2015,Santal,Xepenehe,4,APE,2
2017,Santal,Xepenehe,1,AGL,0
2017,Santal,Xepenehe,1,API,4
2017,Santal,Xepenehe,1,CAS,0
2017,Santal,Xepenehe,1,TRU,0
2017,Santal,Xepenehe,1,APE,0
2017,Santal,Xepenehe,2,PAP,6
2017,Santal,Xepenehe,2,AGL,0
2017,Santal,Xepenehe,2,API,10
2017,Santal,Xepenehe,2,DAW,0
2017,Santal,Xepenehe,3,ALO,1
2017,Santal,Xepenehe,3,NAP,0
2017,Santal,Xepenehe,3,SAU,0
2017,Santal,Xepenehe,4,AGL,0
2017,Santal,Xepenehe,4,API,53
2017,Santal,Xepenehe,4,BEB,0
2017,Santal,Xepenehe,4,BOS,0
2017,Santal,Xepenehe,4,CAS,0
2017,Santal,Xepenehe,4,NAP,0
2017,Santal,Xepenehe,4,BLE,0
2017,Santal,Xepenehe,4,TRU,0
2018,Santal,Xepenehe,1,PAP,4
2018,Santal,Xepenehe,1,ALO,2
2018,Santal,Xepenehe,1,API,23
2018,Santal,Xepenehe,1,BOS,0
2018,Santal,Xepenehe,1,CAS,0
2018,Santal,Xepenehe,1,NAP,0
2018,Santal,Xepenehe,1,DAW,0
2018,Santal,Xepenehe,1,APE,10
2018,Santal,Xepenehe,2,PAP,10
2018,Santal,Xepenehe,2,ALO,0
2018,Santal,Xepenehe,2,BOS,0
2018,Santal,Xepenehe,2,NAP,0
2018,Santal,Xepenehe,2,DAW,0
2018,Santal,Xepenehe,3,BEB,0
2018,Santal,Xepenehe,3,NAP,0
2018,Santal,Xepenehe,3,BLE,0
2018,Santal,Xepenehe,4,ALO,2
2018,Santal,Xepenehe,4,API,14
2018,Santal,Xepenehe,4,BLE,0
2018,Santal,Xepenehe,4,TRU,0
2018,Santal,Xepenehe,4,APE,26
2019,Santal,Xepenehe,1,PAP,10
2019,Santal,Xepenehe,1,NAP,0
2019,Santal,Xepenehe,1,DAW,0
2019,Santal,Xepenehe,2,ALO,2
2019,Santal,Xepenehe,2,BEB,0
2019,Santal,Xepenehe,2,BLE,0
2019,Santal,Xepenehe,2,APE,24
2019,Santal,Xepenehe,3,PAP,4
2019,Santal,Xepenehe,3,BEB,0
2019,Santal,Xepenehe,3,BOS,0
2019,Santal,Xepenehe,3,CAS,0
2019,Santal,Xepenehe,3,NAP,0
2019,Santal,Xepenehe,3,TRU,0
2019,Santal,Xepenehe,3,SAU,0
2019,Santal,Xepenehe,4,AGL,0
2019,Santal,Xepenehe,4,BOS,0
2019,Santal,Xepenehe,4,DAW,0
2019,Santal,Xepenehe,4,BLE,0
2019,Santal,Xepenehe,4,APE,20
2011,Ouegoa,Tiari,1,API,0
2011,Ouegoa,Tiari,2,CAS,0
2011,Ouegoa,Tiari,3,PAP,13
2011,Ouegoa,Tiari,3,AGL,0
2011,Ouegoa,Tiari,3,BEB,0
2011,Ouegoa,Tiari,3,DAW,0
2011,Ouegoa,Tiari,3,TRU,0
2011,Ouegoa,Tiari,4,ALO,0
2011,Ouegoa,Tiari,4,DAW,0
2012,Ouegoa,Tiari,1,PAP,5
2012,Ouegoa,Tiari,1,AGL,0
2012,Ouegoa,Tiari,1,BEB,0
2012,Ouegoa,Tiari,1,BOS,0
2012,Ouegoa,Tiari,1,CAS,0
2012,Ouegoa,Tiari,1,NAP,5
2012,Ouegoa,Tiari,1,TRU,0
2012,Ouegoa,Tiari,1,SAU,0
2012,Ouegoa,Tiari,2,ALO,0
2012,Ouegoa,Tiari,2,API,0
2012,Ouegoa,Tiari,2,NAP,3
2012,Ouegoa,Tiari,2,DAW,0
2012,Ouegoa,Tiari,2,APE,0
2012,Ouegoa,Tiari,3,PAP,8
2012,Ouegoa,Tiari,3,ALO,0
2012,Ouegoa,Tiari,3,API,0
2012,Ouegoa,Tiari,3,BEB,0
2012,Ouegoa,Tiari,3,BOS,0
2012,Ouegoa,Tiari,3,CAS,0
2012,Ouegoa,Tiari,3,NAP,10
2012,Ouegoa,Tiari,3,BLE,0
2012,Ouegoa,Tiari,3,TRU,0
2012,Ouegoa,Tiari,4,AGL,1
2012,Ouegoa,Tiari,4,BEB,0
2012,Ouegoa,Tiari,4,DAW,0
2012,Ouegoa,Tiari,4,TRU,0
2013,Ouegoa,Tiari,1,ALO,0
2013,Ouegoa,Tiari,1,BOS,0
2013,Ouegoa,Tiari,1,CAS,0
2013,Ouegoa,Tiari,1,DAW,0
2013,Ouegoa,Tiari,2,ALO,0
2013,Ouegoa,Tiari,2,API,0
2013,Ouegoa,Tiari,2,DAW,0
2013,Ouegoa,Tiari,3,AGL,0
2013,Ouegoa,Tiari,3,API,0
2013,Ouegoa,Tiari,3,BEB,0
2013,Ouegoa,Tiari,4,AGL,1
2013,Ouegoa,Tiari,4,BOS,0
2013,Ouegoa,Tiari,4,CAS,0
2013,Ouegoa,Tiari,4,TRU,0
2013,Ouegoa,Tiari,4,SAU,0
2016,Ouégoa,Tiari,1,ALO,0
2016,Ouégoa,Tiari,1,AGL,1
2016,Ouégoa,Tiari,1,API,0
2016,Ouégoa,Tiari,1,CAS,0
2016,Ouégoa,Tiari,2,PAP,2
2016,Ouégoa,Tiari,2,ALO,0
2016,Ouégoa,Tiari,2,NAP,5
2016,Ouégoa,Tiari,2,DAW,0
2016,Ouégoa,Tiari,2,BLE,0
2016,Ouégoa,Tiari,2,TRU,0
2016,Ouégoa,Tiari,2,APE,0
2016,Ouégoa,Tiari,3,ALO,0
2016,Ouégoa,Tiari,3,API,0
2016,Ouégoa,Tiari,3,NAP,5
2016,Ouégoa,Tiari,3,TRU,0
2016,Ouégoa,Tiari,3,APE,0
2016,Ouégoa,Tiari,4,AGL,1
2016,Ouégoa,Tiari,4,BOS,0
2016,Ouégoa,Tiari,4,DAW,0
2016,Ouégoa,Tiari,4,BLE,0
2016,Ouégoa,Tiari,4,APE,0
2017,Ouégoa,Tiari,1,ALO,1
2017,Ouégoa,Tiari,1,AGL,0
2017,Ouégoa,Tiari,1,CAS,0
2017,Ouégoa,Tiari,1,DAW,0
2017,Ouégoa,Tiari,1,TRU,0
2017,Ouégoa,Tiari,2,API,0
2017,Ouégoa,Tiari,2,BOS,0
2017,Ouégoa,Tiari,2,CAS,0
2017,Ouégoa,Tiari,3,PAP,3
2017,Ouégoa,Tiari,3,API,0
2017,Ouégoa,Tiari,3,CAS,0
2017,Ouégoa,Tiari,3,DAW,0
2017,Ouégoa,Tiari,3,TRU,0
2017,Ouégoa,Tiari,3,SAU,0
2017,Ouégoa,Tiari,3,APE,0
2017,Ouégoa,Tiari,4,CAS,1
2017,Ouégoa,Tiari,4,DAW,0
2011,Ouegoa,Amos,1,ALO,0
2011,Ouegoa,Amos,1,BLE,0
2011,Ouegoa,Amos,1,TRU,0
2011,Ouegoa,Amos,2,BEB,0
2011,Ouegoa,Amos,2,CAS,0
2011,Ouegoa,Amos,2,DAW,0
2011,Ouegoa,Amos,2,SAU,0
2011,Ouegoa,Amos,3,DAW,0
2011,Ouegoa,Amos,4,AGL,0
2011,Ouegoa,Amos,4,BEB,0
2011,Ouegoa,Amos,4,CAS,0
2011,Ouegoa,Amos,4,NAP,2
2011,Ouegoa,Amos,4,SAU,0
2011,Ouegoa,Amos,4,APE,0
2012,Ouegoa,Amos,1,API,0
2012,Ouegoa,Amos,1,NAP,3
2012,Ouegoa,Amos,1,BLE,0
2012,Ouegoa,Amos,2,PAP,8
2012,Ouegoa,Amos,2,ALO,0
2012,Ouegoa,Amos,2,AGL,0
2012,Ouegoa,Amos,2,API,1
2012,Ouegoa,Amos,2,TRU,0
2012,Ouegoa,Amos,3,AGL,0
2012,Ouegoa,Amos,3,API,0
2012,Ouegoa,Amos,3,BOS,0
2012,Ouegoa,Amos,3,NAP,6
2012,Ouegoa,Amos,3,SAU,0
2012,Ouegoa,Amos,4,AGL,0
2012,Ouegoa,Amos,4,BLE,0
2012,Ouegoa,Amos,4,SAU,0
2013,Ouegoa,Amos,1,PAP,7
2013,Ouegoa,Amos,1,API,0
2013,Ouegoa,Amos,1,BEB,0
2013,Ouegoa,Amos,1,NAP,28
2013,Ouegoa,Amos,1,DAW,0
2013,Ouegoa,Amos,1,SAU,0
2013,Ouegoa,Amos,1,APE,0
2013,Ouegoa,Amos,2,API,0
2013,Ouegoa,Amos,2,BEB,0
